_id,Collection Site,Analyte,Collection Date,Collection Time,Lab Workoder ID,Lab Sample ID,Result,Units,Detection Limit,Result Call,Method,Value Qualifier,Remark Code,_id,NAME,LOCATION,STATUS,FIRST_YR,LAST_YR,TOTAL_YRS,MISS_YRS,LATITUDE,LONGITUDE
77541,16003000302,Lead,04/13/2021,13:10:00,1212,1212006,<7,µg/L,7,BDL,E3497,<,,1342,Lebo Drain,"Lebo Drain,  Fox Run Rd. E. Of Cnty Rd 37",A,2001,2020,20,0,42.0554415123,-82.50461510942
77877,16003000302,Lead,08/17/2021,11:10:00,2601,2601005,<7,µg/L,7,BDL,E3497,<,,1342,Lebo Drain,"Lebo Drain,  Fox Run Rd. E. Of Cnty Rd 37",A,2001,2020,20,0,42.0554415123,-82.50461510942
78171,16003000302,Lead,06/08/2021,14:00:00,1742,1742006,<7,µg/L,7,BDL,E3497,<,,1342,Lebo Drain,"Lebo Drain,  Fox Run Rd. E. Of Cnty Rd 37",A,2001,2020,20,0,42.0554415123,-82.50461510942
76498,16003200102,Lead,05/10/2021,13:30:00,1421,1421008,<7,µg/L,7,BDL,E3497,<,,1343,Muddy Creek,"Muddy Creek, Deer Run Rd,  1St Bridge",A,1966,2020,46,9,42.06681088731,-82.46573323439
76953,16003200102,Lead,11/08/2021,10:00:00,3733,3733001,<7,µg/L,7,BDL,E3497,<,,1343,Muddy Creek,"Muddy Creek, Deer Run Rd,  1St Bridge",A,1966,2020,46,9,42.06681088731,-82.46573323439
77289,16003200102,Lead,10/26/2021,13:40:00,3465,3465007,<7,µg/L,7,BDL,E3497,<,,1343,Muddy Creek,"Muddy Creek, Deer Run Rd,  1St Bridge",A,1966,2020,46,9,42.06681088731,-82.46573323439
77625,16003200102,Lead,04/13/2021,14:00:00,1212,1212007,<7,µg/L,7,BDL,E3497,<,,1343,Muddy Creek,"Muddy Creek, Deer Run Rd,  1St Bridge",A,1966,2020,46,9,42.06681088731,-82.46573323439
77919,16003200102,Lead,08/17/2021,10:45:00,2601,2601004,<7,µg/L,7,BDL,E3497,<,,1343,Muddy Creek,"Muddy Creek, Deer Run Rd,  1St Bridge",A,1966,2020,46,9,42.06681088731,-82.46573323439
78255,16003200102,Lead,06/08/2021,14:15:00,1742,1742008,<7,µg/L,7,BDL,E3497,<,,1343,Muddy Creek,"Muddy Creek, Deer Run Rd,  1St Bridge",A,1966,2020,46,9,42.06681088731,-82.46573323439
76539,16003200202,Lead,05/10/2021,14:00:00,1421,1421007,<7,µg/L,7,BDL,E3497,<,,1344,Muddy Creek,"Muddy Creek,  Mersea Rd 21,  2Nd Bridge",A,2003,2020,18,0,42.08045513733,-82.48914098441
76911,16003200202,Lead,11/08/2021,11:15:00,3733,3733002,<7,µg/L,7,BDL,E3497,<,,1344,Muddy Creek,"Muddy Creek,  Mersea Rd 21,  2Nd Bridge",A,2003,2020,18,0,42.08045513733,-82.48914098441
77247,16003200202,Lead,10/26/2021,14:00:00,3465,3465008,<7,µg/L,7,BDL,E3497,<,,1344,Muddy Creek,"Muddy Creek,  Mersea Rd 21,  2Nd Bridge",A,2003,2020,18,0,42.08045513733,-82.48914098441
77583,16003200202,Lead,04/13/2021,13:30:00,1212,1212008,<7,µg/L,7,BDL,E3497,<,,1344,Muddy Creek,"Muddy Creek,  Mersea Rd 21,  2Nd Bridge",A,2003,2020,18,0,42.08045513733,-82.48914098441
78213,16003200202,Lead,06/08/2021,14:45:00,1742,1742007,<7,µg/L,7,BDL,E3497,<,,1344,Muddy Creek,"Muddy Creek,  Mersea Rd 21,  2Nd Bridge",A,2003,2020,18,0,42.08045513733,-82.48914098441
3160,16007200102,Lead,08/17/2021,11:44:00,2613,2613005,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
3427,16007200102,Lead,04/19/2021,12:00:00,1259,1259004,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
3675,16007200102,Lead,05/18/2021,12:00:00,1525,1525004,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
3920,16007200102,Lead,06/15/2021,20:08:00,1884,1884004,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
4172,16007200102,Lead,07/20/2021,21:16:00,2306,2306004,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
4424,16007200102,Lead,09/21/2021,8:14:00,3011,3011004,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
4676,16007200102,Lead,10/19/2021,11:46:00,3368,3368004,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
4928,16007200102,Lead,11/16/2021,11:31:00,3846,3846004,<7,µg/L,7,BDL,E3497,<,,1352,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton",A,1968,2021,49,5,42.63216426284,-81.49352810848
98085,16008700502,Lead,04/19/2021,12:45:00,1229,1229001,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
98251,16008700502,Lead,05/31/2021,15:15:00,1599,1599002,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
98376,16008700502,Lead,06/21/2021,13:20:00,1922,1922002,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
98544,16008700502,Lead,07/26/2021,0:00:00,2354,2354002,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
98628,16008700502,Lead,08/16/2021,13:00:00,2593,2593002,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
98754,16008700502,Lead,09/20/2021,13:30:00,2971,2971002,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
98922,16008700502,Lead,11/16/2021,12:00:00,3814,3814002,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
99080,16008700502,Lead,03/22/2021,14:40:00,1005,1005002,<7,µg/L,7,BDL,E3497,<,,1359,Dodd Creek,"Lyle Rd,  W. Of St. Thomas",A,1971,2020,24,26,42.78717563799,-81.26732785827
98127,16008700602,Lead,04/19/2021,13:50:00,1229,1229003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
98292,16008700602,Lead,05/31/2021,13:30:00,1599,1599003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
98418,16008700602,Lead,06/21/2021,14:40:00,1922,1922003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
98460,16008700602,Lead,07/26/2021,0:00:00,2354,2354003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
98670,16008700602,Lead,08/16/2021,14:25:00,2593,2593003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
98796,16008700602,Lead,09/20/2021,14:40:00,2971,2971003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
98964,16008700602,Lead,11/16/2021,13:10:00,3814,3814003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
99117,16008700602,Lead,03/22/2021,16:03:00,1005,1005003,<7,µg/L,7,BDL,E3497,<,,1360,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union",A,1971,2020,42,8,42.70747901291,-81.1975917332
98169,16008701002,Lead,04/19/2021,14:20:00,1229,1229004,<7,µg/L,7,BDL,E3497,<,,1364,Kettle Creek,"Elgin Rd 27,  Sparta Ln, ",A,1975,2020,38,8,42.6927317629,-81.21758435822
99006,16008701002,Lead,11/16/2021,13:30:00,3814,3814004,<7,µg/L,7,BDL,E3497,<,,1364,Kettle Creek,"Elgin Rd 27,  Sparta Ln, ",A,1975,2020,38,8,42.6927317629,-81.21758435822
99154,16008701002,Lead,03/22/2021,16:30:00,1005,1005004,<7,µg/L,7,BDL,E3497,<,,1364,Kettle Creek,"Elgin Rd 27,  Sparta Ln, ",A,1975,2020,38,8,42.6927317629,-81.21758435822
98042,16008701502,Lead,04/19/2021,10:50:00,1229,1229002,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
98210,16008701502,Lead,05/31/2021,15:45:00,1599,1599001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
98334,16008701502,Lead,06/21/2021,11:40:00,1922,1922001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
98502,16008701502,Lead,07/26/2021,0:00:00,2354,2354001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
98586,16008701502,Lead,08/16/2021,11:20:00,2593,2593001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
98712,16008701502,Lead,09/20/2021,11:30:00,2971,2971001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
98838,16008701502,Lead,10/18/2021,10:45:00,3287,3287001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
98880,16008701502,Lead,11/16/2021,10:10:00,3814,3814001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
99043,16008701502,Lead,03/22/2021,12:40:00,1005,1005001,<7,µg/L,7,BDL,E3497,<,,1369,Kettle Creek,At County Road No 31 North Of St Thomas,A,1978,2020,35,8,42.81367438801,-81.17260573318
67797,16009700402,Lead,07/06/2021,9:03:00,2094,2094004,<7,µg/L,7,BDL,E3497,<,,1374,Catfish Creek West,"Helkaa Line,  Confluence Of East",A,1975,2021,12,35,42.79065438799,-81.07701198309
67965,16009700402,Lead,08/18/2021,8:45:00,2607,2607004,<7,µg/L,7,BDL,E3497,<,,1374,Catfish Creek West,"Helkaa Line,  Confluence Of East",A,1975,2021,12,35,42.79065438799,-81.07701198309
68133,16009700402,Lead,09/21/2021,8:58:00,2985,2985002,<7,µg/L,7,BDL,E3497,<,,1374,Catfish Creek West,"Helkaa Line,  Confluence Of East",A,1975,2021,12,35,42.79065438799,-81.07701198309
68301,16009700402,Lead,10/27/2021,9:12:00,3482,3482002,<7,µg/L,7,BDL,E3497,<,,1374,Catfish Creek West,"Helkaa Line,  Confluence Of East",A,1975,2021,12,35,42.79065438799,-81.07701198309
68469,16009700402,Lead,11/16/2021,9:10:00,3819,3819004,<7,µg/L,7,BDL,E3497,<,,1374,Catfish Creek West,"Helkaa Line,  Confluence Of East",A,1975,2021,12,35,42.79065438799,-81.07701198309
67757,16009700502,Lead,07/06/2021,8:43:00,2094,2094003,<7,µg/L,7,BDL,E3497,<,,1375,Catfish Creek,"Hwy 3,  Talbot Ln,  W. Of Orwell",A,1975,2021,28,19,42.77555051297,-81.04292435806
67923,16009700502,Lead,08/18/2021,8:25:00,2607,2607003,<7,µg/L,7,BDL,E3497,<,,1375,Catfish Creek,"Hwy 3,  Talbot Ln,  W. Of Orwell",A,1975,2021,28,19,42.77555051297,-81.04292435806
68091,16009700502,Lead,09/21/2021,8:40:00,2985,2985001,<7,µg/L,7,BDL,E3497,<,,1375,Catfish Creek,"Hwy 3,  Talbot Ln,  W. Of Orwell",A,1975,2021,28,19,42.77555051297,-81.04292435806
68259,16009700502,Lead,10/27/2021,8:53:00,3482,3482001,<7,µg/L,7,BDL,E3497,<,,1375,Catfish Creek,"Hwy 3,  Talbot Ln,  W. Of Orwell",A,1975,2021,28,19,42.77555051297,-81.04292435806
68427,16009700502,Lead,11/16/2021,8:50:00,3819,3819003,<7,µg/L,7,BDL,E3497,<,,1375,Catfish Creek,"Hwy 3,  Talbot Ln,  W. Of Orwell",A,1975,2021,28,19,42.77555051297,-81.04292435806
67715,16009700802,Lead,07/06/2021,10:10:00,2094,2094002,<7,µg/L,7,BDL,E3497,<,,1378,Catfish Creek,"Rush Creek Ln,  Upstrm Port Bruce",A,2003,2021,7,12,42.67557388788,-81.03765060806
67881,16009700802,Lead,08/18/2021,9:47:00,2607,2607002,<7,µg/L,7,BDL,E3497,<,,1378,Catfish Creek,"Rush Creek Ln,  Upstrm Port Bruce",A,2003,2021,7,12,42.67557388788,-81.03765060806
68049,16009700802,Lead,09/21/2021,9:55:00,2985,2985004,<7,µg/L,7,BDL,E3497,<,,1378,Catfish Creek,"Rush Creek Ln,  Upstrm Port Bruce",A,2003,2021,7,12,42.67557388788,-81.03765060806
68217,16009700802,Lead,10/27/2021,10:18:00,3482,3482004,<7,µg/L,7,BDL,E3497,<,,1378,Catfish Creek,"Rush Creek Ln,  Upstrm Port Bruce",A,2003,2021,7,12,42.67557388788,-81.03765060806
68385,16009700802,Lead,11/16/2021,10:02:00,3819,3819002,<7,µg/L,7,BDL,E3497,<,,1378,Catfish Creek,"Rush Creek Ln,  Upstrm Port Bruce",A,2003,2021,7,12,42.67557388788,-81.03765060806
67673,16009900102,Lead,07/06/2021,9:47:00,2094,2094001,<7,µg/L,7,BDL,E3497,<,,1379,Silver Creek,"Nova Scotia Ln,  Elgin Rd 42, ",A,2003,2021,7,12,42.67528676288,-80.95296560798
67839,16009900102,Lead,08/18/2021,9:24:00,2607,2607001,<7,µg/L,7,BDL,E3497,<,,1379,Silver Creek,"Nova Scotia Ln,  Elgin Rd 42, ",A,2003,2021,7,12,42.67528676288,-80.95296560798
68007,16009900102,Lead,09/21/2021,9:34:00,2985,2985003,<7,µg/L,7,BDL,E3497,<,,1379,Silver Creek,"Nova Scotia Ln,  Elgin Rd 42, ",A,2003,2021,7,12,42.67528676288,-80.95296560798
68175,16009900102,Lead,10/27/2021,9:56:00,3482,3482003,<7,µg/L,7,BDL,E3497,<,,1379,Silver Creek,"Nova Scotia Ln,  Elgin Rd 42, ",A,2003,2021,7,12,42.67528676288,-80.95296560798
68343,16009900102,Lead,11/16/2021,9:43:00,3819,3819001,<7,µg/L,7,BDL,E3497,<,,1379,Silver Creek,"Nova Scotia Ln,  Elgin Rd 42, ",A,2003,2021,7,12,42.67528676288,-80.95296560798
1280,16010900802,Lead,04/14/2021,9:11:00,1209,1209001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
1507,16010900802,Lead,05/10/2021,8:37:00,1418,1418001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
1726,16010900802,Lead,06/07/2021,8:44:00,1738,1738001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
1951,16010900802,Lead,07/12/2021,8:55:00,2197,2197001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
2179,16010900802,Lead,08/10/2021,9:18:00,2527,2527001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
2407,16010900802,Lead,09/13/2021,9:38:00,2885,2885001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
2635,16010900802,Lead,10/26/2021,13:44:00,3500,3500001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
2863,16010900802,Lead,11/08/2021,14:04:00,3734,3734001,<7,µg/L,7,BDL,E3497,<,,1387,Big Otter Creek,"Calton Ln,  Calton",A,2002,2020,19,0,42.71094901291,-80.84016060787
1322,16012401102,Lead,04/14/2021,9:50:00,1209,1209002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
1548,16012401102,Lead,05/10/2021,9:20:00,1418,1418002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
1767,16012401102,Lead,06/07/2021,10:11:00,1738,1738002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
1993,16012401102,Lead,07/12/2021,10:23:00,2197,2197002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
2221,16012401102,Lead,08/10/2021,10:36:00,2527,2527002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
2449,16012401102,Lead,09/13/2021,10:56:00,2885,2885002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
2677,16012401102,Lead,10/26/2021,13:01:00,3500,3500002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
2905,16012401102,Lead,11/08/2021,12:59:00,3734,3734002,<7,µg/L,7,BDL,E3497,<,,1401,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham",A,2002,2020,19,0,42.68582701289,-80.53842473259
1388,16015900302,Lead,04/14/2021,11:07:00,1209,1209005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
1611,16015900302,Lead,05/10/2021,11:30:00,1418,1418005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
1832,16015900302,Lead,06/07/2021,11:54:00,1738,1738005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
2059,16015900302,Lead,07/12/2021,12:45:00,2197,2197005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
2287,16015900302,Lead,08/10/2021,12:22:00,2527,2527005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
2515,16015900302,Lead,09/13/2021,12:50:00,2885,2885005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
2743,16015900302,Lead,10/26/2021,11:28:00,3500,3500005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
2971,16015900302,Lead,11/08/2021,11:15:00,3734,3734005,<7,µg/L,7,BDL,E3497,<,,1409,Lynn River,"Decou Rd,  Simcoe",A,1975,2020,32,14,42.82338026302,-80.28892860736
1430,16016400102,Lead,04/14/2021,11:39:00,1209,1209006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
1652,16016400102,Lead,05/10/2021,12:10:00,1418,1418006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
1873,16016400102,Lead,06/07/2021,12:27:00,1738,1738006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
2101,16016400102,Lead,07/12/2021,1:22:00,2197,2197006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
2329,16016400102,Lead,08/10/2021,12:55:00,2527,2527006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
2557,16016400102,Lead,09/13/2021,13:26:00,2885,2885006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
2785,16016400102,Lead,10/26/2021,10:50:00,3500,3500006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
3013,16016400102,Lead,11/08/2021,10:38:00,3734,3734006,<7,µg/L,7,BDL,E3497,<,,1419,Nanticoke Creek,Reg Rd 3 Nanticoke,A,1964,2020,51,6,42.80999326301,-80.07650585716
81230,16018401002,Lead,04/14/2021,15:45:00,1224,1224009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
82611,16018401002,Lead,10/18/2021,8:52:00,3309,3309009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
82846,16018401002,Lead,11/18/2021,16:20:00,3854,3854009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
83080,16018401002,Lead,05/12/2021,16:10:00,1441,1441009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
83855,16018401002,Lead,06/07/2021,16:43:00,1741,1741009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
84635,16018401002,Lead,07/13/2021,15:05:00,2226,2226009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
85339,16018401002,Lead,08/17/2021,15:30:00,2602,2602009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
85848,16018401002,Lead,09/14/2021,16:32:00,2881,2881009,<7,µg/L,7,BDL,E3497,<,,1443,Grand River,"Glen Morris Rd,  Glen Morris",A,1964,2021,58,0,43.27897713844,-80.34338873241
80437,16018401202,Lead,04/12/2021,10:15:00,1187,1187002,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
81905,16018401202,Lead,11/08/2021,9:40:00,3750,3750001,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
82174,16018401202,Lead,05/11/2021,9:50:00,1417,1417002,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
83404,16018401202,Lead,06/07/2021,16:54:00,1740,1740002,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
84184,16018401202,Lead,07/08/2021,10:30:00,2148,2148002,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
84919,16018401202,Lead,08/12/2021,16:26:00,2552,2552002,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
85406,16018401202,Lead,09/13/2021,16:21:00,2861,2861002,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
86124,16018401202,Lead,10/05/2021,16:15:00,3142,3142002,<7,µg/L,7,BDL,E3497,<,,1445,Grand River,"Fountain St S.,  Blair",A,1964,2021,58,0,43.38660088854,-80.38680185745
80479,16018401502,Lead,04/12/2021,15:30:00,1187,1187011,<7,µg/L,7,BDL,E3497,<,,1448,Grand River,"Bridge St,  Bridgeport",A,1964,2021,58,0,43.48180126363,-80.48175198254
82109,16018401502,Lead,11/08/2021,15:49:00,3750,3750010,<7,µg/L,7,BDL,E3497,<,,1448,Grand River,"Bridge St,  Bridgeport",A,1964,2021,58,0,43.48180126363,-80.48175198254
82366,16018401502,Lead,05/11/2021,15:30:00,1417,1417011,<7,µg/L,7,BDL,E3497,<,,1448,Grand River,"Bridge St,  Bridgeport",A,1964,2021,58,0,43.48180126363,-80.48175198254
83608,16018401502,Lead,06/07/2021,16:54:00,1740,1740011,<7,µg/L,7,BDL,E3497,<,,1448,Grand River,"Bridge St,  Bridgeport",A,1964,2021,58,0,43.48180126363,-80.48175198254
84388,16018401502,Lead,07/08/2021,15:50:00,2148,2148011,<7,µg/L,7,BDL,E3497,<,,1448,Grand River,"Bridge St,  Bridgeport",A,1964,2021,58,0,43.48180126363,-80.48175198254
